Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
16.11.2015 03:00 - 16.11.2015 03:15,46988,49388
16.11.2015 03:15 - 16.11.2015 03:30,47242,49622
16.11.2015 03:30 - 16.11.2015 03:45,47339,49966
16.11.2015 03:45 - 16.11.2015 04:00,47686,50283
16.11.2015 04:00 - 16.11.2015 04:15,48355,51330
16.11.2015 04:15 - 16.11.2015 04:30,49258,51899
16.11.2015 04:30 - 16.11.2015 04:45,49738,52757
16.11.2015 04:45 - 16.11.2015 05:00,50583,53653
16.11.2015 05:00 - 16.11.2015 05:15,52907,55930
16.11.2015 05:15 - 16.11.2015 05:30,53526,56912
16.11.2015 05:30 - 16.11.2015 05:45,55338,58831
16.11.2015 05:45 - 16.11.2015 06:00,57444,60683
16.11.2015 06:00 - 16.11.2015 06:15,61221,65248
16.11.2015 06:15 - 16.11.2015 06:30,63784,68196
16.11.2015 06:30 - 16.11.2015 06:45,66390,70298
16.11.2015 06:45 - 16.11.2015 07:00,68514,72513
16.11.2015 07:00 - 16.11.2015 07:15,71183,75608
16.11.2015 07:15 - 16.11.2015 07:30,71873,76773
16.11.2015 07:30 - 16.11.2015 07:45,73077,77393
16.11.2015 07:45 - 16.11.2015 08:00,73598,78010
16.11.2015 08:00 - 16.11.2015 08:15,75079,79059
16.11.2015 08:15 - 16.11.2015 08:30,75326,79173
16.11.2015 08:30 - 16.11.2015 08:45,75357,79807
16.11.2015 08:45 - 16.11.2015 09:00,65389,79830
16.11.2015 09:00 - 16.11.2015 09:15,75484,79249
16.11.2015 09:15 - 16.11.2015 09:30,75748,79571
16.11.2015 09:30 - 16.11.2015 09:45,76385,79881
16.11.2015 09:45 - 16.11.2015 10:00,76552,79987
16.11.2015 10:00 - 16.11.2015 10:15,77016,79901
16.11.2015 10:15 - 16.11.2015 10:30,76961,80385
16.11.2015 10:30 - 16.11.2015 10:45,77781,80640
16.11.2015 10:45 - 16.11.2015 11:00,77982,80829
16.11.2015 11:00 - 16.11.2015 11:15,77470,81557
16.11.2015 11:15 - 16.11.2015 11:30,78617,81591
16.11.2015 11:30 - 16.11.2015 11:45,78256,81728
16.11.2015 11:45 - 16.11.2015 12:00,78788,81730
16.11.2015 12:00 - 16.11.2015 12:15,77756,81096
16.11.2015 12:15 - 16.11.2015 12:30,77625,80810
16.11.2015 12:30 - 16.11.2015 12:45,77276,80602
16.11.2015 12:45 - 16.11.2015 13:00,77663,80513
16.11.2015 13:00 - 16.11.2015 13:15,78537,80671
16.11.2015 13:15 - 16.11.2015 13:30,77553,80474
16.11.2015 13:30 - 16.11.2015 13:45,77365,79722
16.11.2015 13:45 - 16.11.2015 14:00,76821,79160
16.11.2015 14:00 - 16.11.2015 14:15,76257,79393
16.11.2015 14:15 - 16.11.2015 14:30,76271,79200
16.11.2015 14:30 - 16.11.2015 14:45,76148,79176
16.11.2015 14:45 - 16.11.2015 15:00,75431,78940
16.11.2015 15:00 - 16.11.2015 15:15,75950,78945
16.11.2015 15:15 - 16.11.2015 15:30,75299,78759
16.11.2015 15:30 - 16.11.2015 15:45,75023,78513
16.11.2015 15:45 - 16.11.2015 16:00,74420,78353
16.11.2015 16:00 - 16.11.2015 16:15,74947,78714
16.11.2015 16:15 - 16.11.2015 16:30,75250,78987
16.11.2015 16:30 - 16.11.2015 16:45,75935,79811
16.11.2015 16:45 - 16.11.2015 17:00,76929,80870
16.11.2015 17:00 - 16.11.2015 17:15,77795,81988
16.11.2015 17:15 - 16.11.2015 17:30,79075,82569
16.11.2015 17:30 - 16.11.2015 17:45,79120,82997
16.11.2015 17:45 - 16.11.2015 18:00,79498,83071
16.11.2015 18:00 - 16.11.2015 18:15,79104,82486
16.11.2015 18:15 - 16.11.2015 18:30,78388,81813
16.11.2015 18:30 - 16.11.2015 18:45,78667,81775
16.11.2015 18:45 - 16.11.2015 19:00,78331,81265
16.11.2015 19:00 - 16.11.2015 19:15,77818,80778
16.11.2015 19:15 - 16.11.2015 19:30,77033,79696
16.11.2015 19:30 - 16.11.2015 19:45,76284,78694
16.11.2015 19:45 - 16.11.2015 20:00,75633,77927
16.11.2015 20:00 - 16.11.2015 20:15,74100,76083
16.11.2015 20:15 - 16.11.2015 20:30,62205,74743
16.11.2015 20:30 - 16.11.2015 20:45,71667,73580
16.11.2015 20:45 - 16.11.2015 21:00,70683,72384
16.11.2015 21:00 - 16.11.2015 21:15,59770,71065
16.11.2015 21:15 - 16.11.2015 21:30,68371,70487
16.11.2015 21:30 - 16.11.2015 21:45,67360,69476
16.11.2015 21:45 - 16.11.2015 22:00,66208,68207
16.11.2015 22:00 - 16.11.2015 22:15,65312,67845
16.11.2015 22:15 - 16.11.2015 22:30,64171,67098
16.11.2015 22:30 - 16.11.2015 22:45,62995,65587
16.11.2015 22:45 - 16.11.2015 23:00,61687,63991
16.11.2015 23:00 - 16.11.2015 23:15,60040,62534
16.11.2015 23:15 - 16.11.2015 23:30,58645,60966
16.11.2015 23:30 - 16.11.2015 23:45,57479,59717
16.11.2015 23:45 - 17.11.2015 00:00,56250,58404
17.11.2015 00:00 - 17.11.2015 00:15,55337,57186
17.11.2015 00:15 - 17.11.2015 00:30,54485,56475
17.11.2015 00:30 - 17.11.2015 00:45,53729,55854
17.11.2015 00:45 - 17.11.2015 01:00,53173,55482
17.11.2015 01:00 - 17.11.2015 01:15,52354,54827
17.11.2015 01:15 - 17.11.2015 01:30,51965,54449
17.11.2015 01:30 - 17.11.2015 01:45,51686,54268
17.11.2015 01:45 - 17.11.2015 02:00,51643,53748
17.11.2015 02:00 - 17.11.2015 02:15,51510,53414
17.11.2015 02:15 - 17.11.2015 02:30,51162,53262
17.11.2015 02:30 - 17.11.2015 02:45,51213,53224
17.11.2015 02:45 - 17.11.2015 03:00,51242,53251
17.11.2015 03:00 - 17.11.2015 03:15,44262,53270
17.11.2015 03:15 - 17.11.2015 03:30,51548,53466
17.11.2015 03:30 - 17.11.2015 03:45,51797,53923
17.11.2015 03:45 - 17.11.2015 04:00,52226,54269
17.11.2015 04:00 - 17.11.2015 04:15,52589,55135
17.11.2015 04:15 - 17.11.2015 04:30,53397,55503
17.11.2015 04:30 - 17.11.2015 04:45,53727,56068
17.11.2015 04:45 - 17.11.2015 05:00,54376,56756
17.11.2015 05:00 - 17.11.2015 05:15,56356,58363
17.11.2015 05:15 - 17.11.2015 05:30,56838,59355
17.11.2015 05:30 - 17.11.2015 05:45,58338,60987
17.11.2015 05:45 - 17.11.2015 06:00,59896,62384
17.11.2015 06:00 - 17.11.2015 06:15,63432,66660
17.11.2015 06:15 - 17.11.2015 06:30,66403,69804
17.11.2015 06:30 - 17.11.2015 06:45,59484,72390
17.11.2015 06:45 - 17.11.2015 07:00,70496,74484
17.11.2015 07:00 - 17.11.2015 07:15,73062,76848
17.11.2015 07:15 - 17.11.2015 07:30,73367,78086
17.11.2015 07:30 - 17.11.2015 07:45,74207,78782
17.11.2015 07:45 - 17.11.2015 08:00,74921,79136
17.11.2015 08:00 - 17.11.2015 08:15,76178,79811
17.11.2015 08:15 - 17.11.2015 08:30,76338,80222
17.11.2015 08:30 - 17.11.2015 08:45,76242,80614
17.11.2015 08:45 - 17.11.2015 09:00,76629,80391
17.11.2015 09:00 - 17.11.2015 09:15,76357,80204
17.11.2015 09:15 - 17.11.2015 09:30,76525,80526
17.11.2015 09:30 - 17.11.2015 09:45,77118,80795
17.11.2015 09:45 - 17.11.2015 10:00,77316,81114
17.11.2015 10:00 - 17.11.2015 10:15,77713,81625
17.11.2015 10:15 - 17.11.2015 10:30,77844,81960
17.11.2015 10:30 - 17.11.2015 10:45,78435,82311
17.11.2015 10:45 - 17.11.2015 11:00,78617,82348
17.11.2015 11:00 - 17.11.2015 11:15,78654,82673
17.11.2015 11:15 - 17.11.2015 11:30,79187,83005
17.11.2015 11:30 - 17.11.2015 11:45,79461,83130
17.11.2015 11:45 - 17.11.2015 12:00,79530,82934
17.11.2015 12:00 - 17.11.2015 12:15,78801,82255
17.11.2015 12:15 - 17.11.2015 12:30,78482,82018
17.11.2015 12:30 - 17.11.2015 12:45,78233,81851
17.11.2015 12:45 - 17.11.2015 13:00,78798,81876
17.11.2015 13:00 - 17.11.2015 13:15,78829,82176
17.11.2015 13:15 - 17.11.2015 13:30,67739,81972
17.11.2015 13:30 - 17.11.2015 13:45,77761,81636
17.11.2015 13:45 - 17.11.2015 14:00,76971,81123
17.11.2015 14:00 - 17.11.2015 14:15,76622,80896
17.11.2015 14:15 - 17.11.2015 14:30,76532,80906
17.11.2015 14:30 - 17.11.2015 14:45,76062,81004
17.11.2015 14:45 - 17.11.2015 15:00,75871,80660
17.11.2015 15:00 - 17.11.2015 15:15,75692,80578
17.11.2015 15:15 - 17.11.2015 15:30,75435,80624
17.11.2015 15:30 - 17.11.2015 15:45,75269,80612
17.11.2015 15:45 - 17.11.2015 16:00,74364,80213
17.11.2015 16:00 - 17.11.2015 16:15,75235,80123
17.11.2015 16:15 - 17.11.2015 16:30,75222,80500
17.11.2015 16:30 - 17.11.2015 16:45,76244,81472
17.11.2015 16:45 - 17.11.2015 17:00,77128,82630
17.11.2015 17:00 - 17.11.2015 17:15,78236,83973
17.11.2015 17:15 - 17.11.2015 17:30,79541,84260
17.11.2015 17:30 - 17.11.2015 17:45,79891,84529
17.11.2015 17:45 - 17.11.2015 18:00,80051,84813
17.11.2015 18:00 - 17.11.2015 18:15,79736,84146
17.11.2015 18:15 - 17.11.2015 18:30,78841,83413
17.11.2015 18:30 - 17.11.2015 18:45,79171,82977
17.11.2015 18:45 - 17.11.2015 19:00,79062,82464
17.11.2015 19:00 - 17.11.2015 19:15,78118,82055
17.11.2015 19:15 - 17.11.2015 19:30,77178,81269
17.11.2015 19:30 - 17.11.2015 19:45,76560,80481
17.11.2015 19:45 - 17.11.2015 20:00,75571,79625
17.11.2015 20:00 - 17.11.2015 20:15,73971,78024
17.11.2015 20:15 - 17.11.2015 20:30,72449,77086
17.11.2015 20:30 - 17.11.2015 20:45,71296,76277
17.11.2015 20:45 - 17.11.2015 21:00,69947,75025
17.11.2015 21:00 - 17.11.2015 21:15,68959,73558
17.11.2015 21:15 - 17.11.2015 21:30,68380,72706
17.11.2015 21:30 - 17.11.2015 21:45,67405,71779
17.11.2015 21:45 - 17.11.2015 22:00,66121,70567
17.11.2015 22:00 - 17.11.2015 22:15,65406,70318
17.11.2015 22:15 - 17.11.2015 22:30,64400,69308
17.11.2015 22:30 - 17.11.2015 22:45,63128,68059
17.11.2015 22:45 - 17.11.2015 23:00,61946,66575
17.11.2015 23:00 - 17.11.2015 23:15,60526,64655
17.11.2015 23:15 - 17.11.2015 23:30,58966,63427
17.11.2015 23:30 - 17.11.2015 23:45,57763,62205
17.11.2015 23:45 - 18.11.2015 00:00,56614,60908
18.11.2015 00:00 - 18.11.2015 00:15,55610,59740
18.11.2015 00:15 - 18.11.2015 00:30,54630,58814
18.11.2015 00:30 - 18.11.2015 00:45,53793,58018
18.11.2015 00:45 - 18.11.2015 01:00,53343,57242
18.11.2015 01:00 - 18.11.2015 01:15,52415,56696
18.11.2015 01:15 - 18.11.2015 01:30,51955,56186
18.11.2015 01:30 - 18.11.2015 01:45,51471,55928
18.11.2015 01:45 - 18.11.2015 02:00,51404,55594
18.11.2015 02:00 - 18.11.2015 02:15,51385,55165
18.11.2015 02:15 - 18.11.2015 02:30,51105,54901
18.11.2015 02:30 - 18.11.2015 02:45,50966,55066
18.11.2015 02:45 - 18.11.2015 03:00,50748,55056
18.11.2015 03:00 - 18.11.2015 03:15,51100,55211
18.11.2015 03:15 - 18.11.2015 03:30,51450,55310
18.11.2015 03:30 - 18.11.2015 03:45,51599,55389
18.11.2015 03:45 - 18.11.2015 04:00,51661,55815
18.11.2015 04:00 - 18.11.2015 04:15,52452,56310
18.11.2015 04:15 - 18.11.2015 04:30,53090,56547
18.11.2015 04:30 - 18.11.2015 04:45,53363,57355
18.11.2015 04:45 - 18.11.2015 05:00,54093,58049
18.11.2015 05:00 - 18.11.2015 05:15,55842,59781
18.11.2015 05:15 - 18.11.2015 05:30,56362,60844
18.11.2015 05:30 - 18.11.2015 05:45,58136,62309
18.11.2015 05:45 - 18.11.2015 06:00,59477,64129
18.11.2015 06:00 - 18.11.2015 06:15,63080,67975
18.11.2015 06:15 - 18.11.2015 06:30,65739,70628
18.11.2015 06:30 - 18.11.2015 06:45,68414,72539
18.11.2015 06:45 - 18.11.2015 07:00,69722,74575
18.11.2015 07:00 - 18.11.2015 07:15,72614,77387
18.11.2015 07:15 - 18.11.2015 07:30,73841,78465
18.11.2015 07:30 - 18.11.2015 07:45,74883,78766
18.11.2015 07:45 - 18.11.2015 08:00,75467,79322
18.11.2015 08:00 - 18.11.2015 08:15,76463,80224
18.11.2015 08:15 - 18.11.2015 08:30,76487,80554
18.11.2015 08:30 - 18.11.2015 08:45,76828,80672
18.11.2015 08:45 - 18.11.2015 09:00,77242,80751
18.11.2015 09:00 - 18.11.2015 09:15,77006,80314
18.11.2015 09:15 - 18.11.2015 09:30,77522,80464
18.11.2015 09:30 - 18.11.2015 09:45,77904,80628
18.11.2015 09:45 - 18.11.2015 10:00,67264,80824
18.11.2015 10:00 - 18.11.2015 10:15,78406,80929
18.11.2015 10:15 - 18.11.2015 10:30,78610,81033
18.11.2015 10:30 - 18.11.2015 10:45,78982,81480
18.11.2015 10:45 - 18.11.2015 11:00,79323,81864
18.11.2015 11:00 - 18.11.2015 11:15,79665,81975
18.11.2015 11:15 - 18.11.2015 11:30,80052,82418
18.11.2015 11:30 - 18.11.2015 11:45,80099,82462
18.11.2015 11:45 - 18.11.2015 12:00,80122,82140
18.11.2015 12:00 - 18.11.2015 12:15,79496,81377
18.11.2015 12:15 - 18.11.2015 12:30,79251,80998
18.11.2015 12:30 - 18.11.2015 12:45,78957,80639
18.11.2015 12:45 - 18.11.2015 13:00,79118,80410
18.11.2015 13:00 - 18.11.2015 13:15,79194,80488
18.11.2015 13:15 - 18.11.2015 13:30,78503,80157
18.11.2015 13:30 - 18.11.2015 13:45,78192,79782
18.11.2015 13:45 - 18.11.2015 14:00,77562,79006
18.11.2015 14:00 - 18.11.2015 14:15,76939,78429
18.11.2015 14:15 - 18.11.2015 14:30,76675,78037
18.11.2015 14:30 - 18.11.2015 14:45,76045,77848
18.11.2015 14:45 - 18.11.2015 15:00,76336,77705
18.11.2015 15:00 - 18.11.2015 15:15,75975,77704
18.11.2015 15:15 - 18.11.2015 15:30,75552,77345
18.11.2015 15:30 - 18.11.2015 15:45,75495,77028
18.11.2015 15:45 - 18.11.2015 16:00,74772,77100
18.11.2015 16:00 - 18.11.2015 16:15,75370,77082
18.11.2015 16:15 - 18.11.2015 16:30,75618,77507
18.11.2015 16:30 - 18.11.2015 16:45,76363,78533
18.11.2015 16:45 - 18.11.2015 17:00,77404,79874
18.11.2015 17:00 - 18.11.2015 17:15,78471,81460
18.11.2015 17:15 - 18.11.2015 17:30,78956,82594
18.11.2015 17:30 - 18.11.2015 17:45,79293,83116
18.11.2015 17:45 - 18.11.2015 18:00,79681,83319
18.11.2015 18:00 - 18.11.2015 18:15,79406,83080
18.11.2015 18:15 - 18.11.2015 18:30,78563,82757
18.11.2015 18:30 - 18.11.2015 18:45,79144,82450
18.11.2015 18:45 - 18.11.2015 19:00,78619,82083
18.11.2015 19:00 - 18.11.2015 19:15,77973,81648
18.11.2015 19:15 - 18.11.2015 19:30,77075,80798
18.11.2015 19:30 - 18.11.2015 19:45,76372,80057
18.11.2015 19:45 - 18.11.2015 20:00,75702,79351
18.11.2015 20:00 - 18.11.2015 20:15,73652,78135
18.11.2015 20:15 - 18.11.2015 20:30,72503,76913
18.11.2015 20:30 - 18.11.2015 20:45,71548,75606
18.11.2015 20:45 - 18.11.2015 21:00,70648,74456
18.11.2015 21:00 - 18.11.2015 21:15,69249,73133
18.11.2015 21:15 - 18.11.2015 21:30,68324,72302
18.11.2015 21:30 - 18.11.2015 21:45,67527,71045
18.11.2015 21:45 - 18.11.2015 22:00,66263,70108
18.11.2015 22:00 - 18.11.2015 22:15,56938,69209
18.11.2015 22:15 - 18.11.2015 22:30,64896,68337
18.11.2015 22:30 - 18.11.2015 22:45,63556,67086
18.11.2015 22:45 - 18.11.2015 23:00,62261,65388
18.11.2015 23:00 - 18.11.2015 23:15,60770,63932
18.11.2015 23:15 - 18.11.2015 23:30,59287,62714
18.11.2015 23:30 - 18.11.2015 23:45,58208,61541
18.11.2015 23:45 - 19.11.2015 00:00,56818,60254
19.11.2015 00:00 - 19.11.2015 00:15,56721,60242
19.11.2015 00:15 - 19.11.2015 00:30,55892,59220
19.11.2015 00:30 - 19.11.2015 00:45,55048,58229
19.11.2015 00:45 - 19.11.2015 01:00,47630,57302
19.11.2015 01:00 - 19.11.2015 01:15,53874,56852
19.11.2015 01:15 - 19.11.2015 01:30,53310,56393
19.11.2015 01:30 - 19.11.2015 01:45,53041,56109
19.11.2015 01:45 - 19.11.2015 02:00,53023,55762
19.11.2015 02:00 - 19.11.2015 02:15,52757,55524
19.11.2015 02:15 - 19.11.2015 02:30,52429,55554
19.11.2015 02:30 - 19.11.2015 02:45,52582,55396
19.11.2015 02:45 - 19.11.2015 03:00,52346,55393
19.11.2015 03:00 - 19.11.2015 03:15,52500,55457
19.11.2015 03:15 - 19.11.2015 03:30,52825,55705
19.11.2015 03:30 - 19.11.2015 03:45,52779,55910
19.11.2015 03:45 - 19.11.2015 04:00,52952,56200
19.11.2015 04:00 - 19.11.2015 04:15,53569,56772
19.11.2015 04:15 - 19.11.2015 04:30,54148,57604
19.11.2015 04:30 - 19.11.2015 04:45,54367,58339
19.11.2015 04:45 - 19.11.2015 05:00,55196,58766
19.11.2015 05:00 - 19.11.2015 05:15,57036,60736
19.11.2015 05:15 - 19.11.2015 05:30,57624,61746
19.11.2015 05:30 - 19.11.2015 05:45,59151,63283
19.11.2015 05:45 - 19.11.2015 06:00,60529,65015
19.11.2015 06:00 - 19.11.2015 06:15,64004,68937
19.11.2015 06:15 - 19.11.2015 06:30,66611,71742
19.11.2015 06:30 - 19.11.2015 06:45,69081,73945
19.11.2015 06:45 - 19.11.2015 07:00,71133,75628
19.11.2015 07:00 - 19.11.2015 07:15,73926,78763
19.11.2015 07:15 - 19.11.2015 07:30,73576,79861
19.11.2015 07:30 - 19.11.2015 07:45,74853,80642
19.11.2015 07:45 - 19.11.2015 08:00,75380,80952
19.11.2015 08:00 - 19.11.2015 08:15,76244,81684
19.11.2015 08:15 - 19.11.2015 08:30,76555,82278
19.11.2015 08:30 - 19.11.2015 08:45,66324,82292
19.11.2015 08:45 - 19.11.2015 09:00,77164,82438
19.11.2015 09:00 - 19.11.2015 09:15,77047,81891
19.11.2015 09:15 - 19.11.2015 09:30,77434,82290
19.11.2015 09:30 - 19.11.2015 09:45,77659,82516
19.11.2015 09:45 - 19.11.2015 10:00,77587,83171
19.11.2015 10:00 - 19.11.2015 10:15,78420,83240
19.11.2015 10:15 - 19.11.2015 10:30,78256,83445
19.11.2015 10:30 - 19.11.2015 10:45,78812,83587
19.11.2015 10:45 - 19.11.2015 11:00,79012,83703
19.11.2015 11:00 - 19.11.2015 11:15,79557,84377
19.11.2015 11:15 - 19.11.2015 11:30,79972,84421
19.11.2015 11:30 - 19.11.2015 11:45,80069,84488
19.11.2015 11:45 - 19.11.2015 12:00,80362,84523
19.11.2015 12:00 - 19.11.2015 12:15,79885,83702
19.11.2015 12:15 - 19.11.2015 12:30,68846,82902
19.11.2015 12:30 - 19.11.2015 12:45,79152,82555
19.11.2015 12:45 - 19.11.2015 13:00,79573,82517
19.11.2015 13:00 - 19.11.2015 13:15,79660,82626
19.11.2015 13:15 - 19.11.2015 13:30,78912,82561
19.11.2015 13:30 - 19.11.2015 13:45,78273,82100
19.11.2015 13:45 - 19.11.2015 14:00,77457,81521
19.11.2015 14:00 - 19.11.2015 14:15,76866,81510
19.11.2015 14:15 - 19.11.2015 14:30,76817,81391
19.11.2015 14:30 - 19.11.2015 14:45,76378,80808
19.11.2015 14:45 - 19.11.2015 15:00,76435,80507
19.11.2015 15:00 - 19.11.2015 15:15,76366,81081
19.11.2015 15:15 - 19.11.2015 15:30,76314,80926
19.11.2015 15:30 - 19.11.2015 15:45,76238,81040
19.11.2015 15:45 - 19.11.2015 16:00,75158,80803
19.11.2015 16:00 - 19.11.2015 16:15,75993,81443
19.11.2015 16:15 - 19.11.2015 16:30,75948,81999
19.11.2015 16:30 - 19.11.2015 16:45,76753,82725
19.11.2015 16:45 - 19.11.2015 17:00,77679,83650
19.11.2015 17:00 - 19.11.2015 17:15,78477,84749
19.11.2015 17:15 - 19.11.2015 17:30,79328,85081
19.11.2015 17:30 - 19.11.2015 17:45,79366,85111
19.11.2015 17:45 - 19.11.2015 18:00,80458,85007
19.11.2015 18:00 - 19.11.2015 18:15,79894,84167
19.11.2015 18:15 - 19.11.2015 18:30,79355,83441
19.11.2015 18:30 - 19.11.2015 18:45,79629,83278
19.11.2015 18:45 - 19.11.2015 19:00,79407,82919
19.11.2015 19:00 - 19.11.2015 19:15,78631,81897
19.11.2015 19:15 - 19.11.2015 19:30,77565,80797
19.11.2015 19:30 - 19.11.2015 19:45,76840,80124
19.11.2015 19:45 - 19.11.2015 20:00,76073,79128
19.11.2015 20:00 - 19.11.2015 20:15,74174,77287
19.11.2015 20:15 - 19.11.2015 20:30,73100,76086
19.11.2015 20:30 - 19.11.2015 20:45,71943,74669
19.11.2015 20:45 - 19.11.2015 21:00,70596,73399
19.11.2015 21:00 - 19.11.2015 21:15,69622,72471
19.11.2015 21:15 - 19.11.2015 21:30,68874,71562
19.11.2015 21:30 - 19.11.2015 21:45,68075,70436
19.11.2015 21:45 - 19.11.2015 22:00,67041,69212
19.11.2015 22:00 - 19.11.2015 22:15,66846,68776
19.11.2015 22:15 - 19.11.2015 22:30,65873,68012
19.11.2015 22:30 - 19.11.2015 22:45,64529,66409
19.11.2015 22:45 - 19.11.2015 23:00,63365,65036
19.11.2015 23:00 - 19.11.2015 23:15,61937,63805
19.11.2015 23:15 - 19.11.2015 23:30,60433,62652
19.11.2015 23:30 - 19.11.2015 23:45,59264,61447
19.11.2015 23:45 - 20.11.2015 00:00,58049,60303
20.11.2015 00:00 - 20.11.2015 00:15,56790,59375
20.11.2015 00:15 - 20.11.2015 00:30,55798,58342
20.11.2015 00:30 - 20.11.2015 00:45,55024,57652
20.11.2015 00:45 - 20.11.2015 01:00,54403,56992
20.11.2015 01:00 - 20.11.2015 01:15,53520,56268
20.11.2015 01:15 - 20.11.2015 01:30,52961,55689
20.11.2015 01:30 - 20.11.2015 01:45,52727,55584
20.11.2015 01:45 - 20.11.2015 02:00,52708,55091
20.11.2015 02:00 - 20.11.2015 02:15,52630,54585
20.11.2015 02:15 - 20.11.2015 02:30,52238,54469
20.11.2015 02:30 - 20.11.2015 02:45,52155,54745
20.11.2015 02:45 - 20.11.2015 03:00,51957,54799
20.11.2015 03:00 - 20.11.2015 03:15,52170,54603
20.11.2015 03:15 - 20.11.2015 03:30,52467,54587
20.11.2015 03:30 - 20.11.2015 03:45,52716,54969
20.11.2015 03:45 - 20.11.2015 04:00,52781,55589
20.11.2015 04:00 - 20.11.2015 04:15,53285,55854
20.11.2015 04:15 - 20.11.2015 04:30,46806,56358
20.11.2015 04:30 - 20.11.2015 04:45,54214,57026
20.11.2015 04:45 - 20.11.2015 05:00,54909,57930
20.11.2015 05:00 - 20.11.2015 05:15,56652,59344
20.11.2015 05:15 - 20.11.2015 05:30,57502,60032
20.11.2015 05:30 - 20.11.2015 05:45,59029,61383
20.11.2015 05:45 - 20.11.2015 06:00,60353,63013
20.11.2015 06:00 - 20.11.2015 06:15,63746,66694
20.11.2015 06:15 - 20.11.2015 06:30,66771,69441
20.11.2015 06:30 - 20.11.2015 06:45,69294,71857
20.11.2015 06:45 - 20.11.2015 07:00,61477,74250
20.11.2015 07:00 - 20.11.2015 07:15,73482,76788
20.11.2015 07:15 - 20.11.2015 07:30,74197,78238
20.11.2015 07:30 - 20.11.2015 07:45,75383,79036
20.11.2015 07:45 - 20.11.2015 08:00,75880,79814
20.11.2015 08:00 - 20.11.2015 08:15,76886,80597
20.11.2015 08:15 - 20.11.2015 08:30,77093,81165
20.11.2015 08:30 - 20.11.2015 08:45,77309,81514
20.11.2015 08:45 - 20.11.2015 09:00,77888,81499
20.11.2015 09:00 - 20.11.2015 09:15,77633,81142
20.11.2015 09:15 - 20.11.2015 09:30,78115,81396
20.11.2015 09:30 - 20.11.2015 09:45,78429,81628
20.11.2015 09:45 - 20.11.2015 10:00,78473,81688
20.11.2015 10:00 - 20.11.2015 10:15,79381,81909
20.11.2015 10:15 - 20.11.2015 10:30,79351,81917
20.11.2015 10:30 - 20.11.2015 10:45,79672,82119
20.11.2015 10:45 - 20.11.2015 11:00,79870,82508
20.11.2015 11:00 - 20.11.2015 11:15,80272,82778
20.11.2015 11:15 - 20.11.2015 11:30,80337,82973
20.11.2015 11:30 - 20.11.2015 11:45,80312,82960
20.11.2015 11:45 - 20.11.2015 12:00,80308,82814
20.11.2015 12:00 - 20.11.2015 12:15,79864,82478
20.11.2015 12:15 - 20.11.2015 12:30,79504,81886
20.11.2015 12:30 - 20.11.2015 12:45,78855,81720
20.11.2015 12:45 - 20.11.2015 13:00,78860,81715
20.11.2015 13:00 - 20.11.2015 13:15,78847,81406
20.11.2015 13:15 - 20.11.2015 13:30,77884,81030
20.11.2015 13:30 - 20.11.2015 13:45,77436,80383
20.11.2015 13:45 - 20.11.2015 14:00,76541,79792
20.11.2015 14:00 - 20.11.2015 14:15,76263,79357
20.11.2015 14:15 - 20.11.2015 14:30,75884,78897
20.11.2015 14:30 - 20.11.2015 14:45,75022,78686
20.11.2015 14:45 - 20.11.2015 15:00,75162,78368
20.11.2015 15:00 - 20.11.2015 15:15,74695,78392
20.11.2015 15:15 - 20.11.2015 15:30,74325,78152
20.11.2015 15:30 - 20.11.2015 15:45,74364,77880
20.11.2015 15:45 - 20.11.2015 16:00,73861,77887
20.11.2015 16:00 - 20.11.2015 16:15,74501,78583
20.11.2015 16:15 - 20.11.2015 16:30,74695,79219
20.11.2015 16:30 - 20.11.2015 16:45,75118,79921
20.11.2015 16:45 - 20.11.2015 17:00,76062,80832
20.11.2015 17:00 - 20.11.2015 17:15,76911,81980
20.11.2015 17:15 - 20.11.2015 17:30,77420,82203
20.11.2015 17:30 - 20.11.2015 17:45,77715,81971
20.11.2015 17:45 - 20.11.2015 18:00,77810,82010
20.11.2015 18:00 - 20.11.2015 18:15,77214,81318
20.11.2015 18:15 - 20.11.2015 18:30,76872,80768
20.11.2015 18:30 - 20.11.2015 18:45,77037,80202
20.11.2015 18:45 - 20.11.2015 19:00,76846,79799
20.11.2015 19:00 - 20.11.2015 19:15,76289,79230
20.11.2015 19:15 - 20.11.2015 19:30,75095,78212
20.11.2015 19:30 - 20.11.2015 19:45,74145,77234
20.11.2015 19:45 - 20.11.2015 20:00,73595,76277
20.11.2015 20:00 - 20.11.2015 20:15,71765,74729
20.11.2015 20:15 - 20.11.2015 20:30,70687,73454
20.11.2015 20:30 - 20.11.2015 20:45,69403,72069
20.11.2015 20:45 - 20.11.2015 21:00,68136,70536
20.11.2015 21:00 - 20.11.2015 21:15,67180,70197
20.11.2015 21:15 - 20.11.2015 21:30,66654,69445
20.11.2015 21:30 - 20.11.2015 21:45,65639,68049
20.11.2015 21:45 - 20.11.2015 22:00,64755,66927
20.11.2015 22:00 - 20.11.2015 22:15,64344,67008
20.11.2015 22:15 - 20.11.2015 22:30,63532,66058
20.11.2015 22:30 - 20.11.2015 22:45,62269,65324
20.11.2015 22:45 - 20.11.2015 23:00,61524,64145
20.11.2015 23:00 - 20.11.2015 23:15,60282,62702
