Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
04.07.2015 23:45 - 05.07.2015 00:00,45704,50485
05.07.2015 00:00 - 05.07.2015 00:15,44659,49814
05.07.2015 00:15 - 05.07.2015 00:30,44061,49219
05.07.2015 00:30 - 05.07.2015 00:45,43475,48393
05.07.2015 00:45 - 05.07.2015 01:00,42821,47434
05.07.2015 01:00 - 05.07.2015 01:15,42127,46588
05.07.2015 01:15 - 05.07.2015 01:30,41720,45897
05.07.2015 01:30 - 05.07.2015 01:45,41190,45170
05.07.2015 01:45 - 05.07.2015 02:00,40787,44951
05.07.2015 02:00 - 05.07.2015 02:15,40398,44589
05.07.2015 02:15 - 05.07.2015 02:30,40048,44417
05.07.2015 02:30 - 05.07.2015 02:45,39728,44462
05.07.2015 02:45 - 05.07.2015 03:00,39444,44138
05.07.2015 03:00 - 05.07.2015 03:15,39345,44125
05.07.2015 03:15 - 05.07.2015 03:30,38981,43971
05.07.2015 03:30 - 05.07.2015 03:45,39132,43700
05.07.2015 03:45 - 05.07.2015 04:00,38755,43763
05.07.2015 04:00 - 05.07.2015 04:15,38831,43482
05.07.2015 04:15 - 05.07.2015 04:30,38505,43547
05.07.2015 04:30 - 05.07.2015 04:45,38536,43411
05.07.2015 04:45 - 05.07.2015 05:00,38354,43236
05.07.2015 05:00 - 05.07.2015 05:15,38357,42926
05.07.2015 05:15 - 05.07.2015 05:30,38027,42620
05.07.2015 05:30 - 05.07.2015 05:45,37861,42722
05.07.2015 05:45 - 05.07.2015 06:00,37920,42692
05.07.2015 06:00 - 05.07.2015 06:15,38642,43085
05.07.2015 06:15 - 05.07.2015 06:30,38925,43645
05.07.2015 06:30 - 05.07.2015 06:45,39486,44145
05.07.2015 06:45 - 05.07.2015 07:00,40076,44932
05.07.2015 07:00 - 05.07.2015 07:15,41241,45812
05.07.2015 07:15 - 05.07.2015 07:30,41990,46548
05.07.2015 07:30 - 05.07.2015 07:45,43018,47470
05.07.2015 07:45 - 05.07.2015 08:00,43912,48382
05.07.2015 08:00 - 05.07.2015 08:15,45178,49614
05.07.2015 08:15 - 05.07.2015 08:30,46153,50587
05.07.2015 08:30 - 05.07.2015 08:45,46913,51271
05.07.2015 08:45 - 05.07.2015 09:00,47722,52006
05.07.2015 09:00 - 05.07.2015 09:15,48748,52929
05.07.2015 09:15 - 05.07.2015 09:30,49735,53800
05.07.2015 09:30 - 05.07.2015 09:45,50426,54697
05.07.2015 09:45 - 05.07.2015 10:00,51206,54961
05.07.2015 10:00 - 05.07.2015 10:15,51983,55759
05.07.2015 10:15 - 05.07.2015 10:30,52734,56449
05.07.2015 10:30 - 05.07.2015 10:45,53310,56816
05.07.2015 10:45 - 05.07.2015 11:00,53832,57165
05.07.2015 11:00 - 05.07.2015 11:15,54668,58114
05.07.2015 11:15 - 05.07.2015 11:30,55257,58738
05.07.2015 11:30 - 05.07.2015 11:45,55901,58862
05.07.2015 11:45 - 05.07.2015 12:00,55834,58880
05.07.2015 12:00 - 05.07.2015 12:15,55390,58812
05.07.2015 12:15 - 05.07.2015 12:30,55105,58165
05.07.2015 12:30 - 05.07.2015 12:45,54835,57509
05.07.2015 12:45 - 05.07.2015 13:00,54326,57055
05.07.2015 13:00 - 05.07.2015 13:15,53934,56734
05.07.2015 13:15 - 05.07.2015 13:30,53431,56274
05.07.2015 13:30 - 05.07.2015 13:45,53087,55939
05.07.2015 13:45 - 05.07.2015 14:00,52737,55656
05.07.2015 14:00 - 05.07.2015 14:15,52552,55334
05.07.2015 14:15 - 05.07.2015 14:30,52248,55369
05.07.2015 14:30 - 05.07.2015 14:45,52008,54948
05.07.2015 14:45 - 05.07.2015 15:00,51886,54814
05.07.2015 15:00 - 05.07.2015 15:15,51586,54477
05.07.2015 15:15 - 05.07.2015 15:30,51384,54615
05.07.2015 15:30 - 05.07.2015 15:45,51419,54325
05.07.2015 15:45 - 05.07.2015 16:00,51447,54024
05.07.2015 16:00 - 05.07.2015 16:15,51365,54298
05.07.2015 16:15 - 05.07.2015 16:30,51303,54056
05.07.2015 16:30 - 05.07.2015 16:45,51008,53929
05.07.2015 16:45 - 05.07.2015 17:00,51259,53748
05.07.2015 17:00 - 05.07.2015 17:15,51676,54142
05.07.2015 17:15 - 05.07.2015 17:30,51705,54585
05.07.2015 17:30 - 05.07.2015 17:45,52010,55616
05.07.2015 17:45 - 05.07.2015 18:00,52113,55890
05.07.2015 18:00 - 05.07.2015 18:15,52162,56108
05.07.2015 18:15 - 05.07.2015 18:30,52107,56813
05.07.2015 18:30 - 05.07.2015 18:45,52333,57172
05.07.2015 18:45 - 05.07.2015 19:00,52403,57042
05.07.2015 19:00 - 05.07.2015 19:15,52309,57234
05.07.2015 19:15 - 05.07.2015 19:30,52080,57134
05.07.2015 19:30 - 05.07.2015 19:45,52003,56914
05.07.2015 19:45 - 05.07.2015 20:00,51791,56795
05.07.2015 20:00 - 05.07.2015 20:15,51844,56775
05.07.2015 20:15 - 05.07.2015 20:30,51563,56569
05.07.2015 20:30 - 05.07.2015 20:45,50975,56144
05.07.2015 20:45 - 05.07.2015 21:00,50762,55754
05.07.2015 21:00 - 05.07.2015 21:15,50572,55737
05.07.2015 21:15 - 05.07.2015 21:30,50520,55893
05.07.2015 21:30 - 05.07.2015 21:45,50518,55753
05.07.2015 21:45 - 05.07.2015 22:00,51134,55951
05.07.2015 22:00 - 05.07.2015 22:15,51735,57245
05.07.2015 22:15 - 05.07.2015 22:30,51614,56929
05.07.2015 22:30 - 05.07.2015 22:45,50834,56527
05.07.2015 22:45 - 05.07.2015 23:00,49928,55609
05.07.2015 23:00 - 05.07.2015 23:15,48850,54603
05.07.2015 23:15 - 05.07.2015 23:30,47750,53700
05.07.2015 23:30 - 05.07.2015 23:45,46998,52891
05.07.2015 23:45 - 06.07.2015 00:00,46408,52272
06.07.2015 00:00 - 06.07.2015 00:15,46401,50963
06.07.2015 00:15 - 06.07.2015 00:30,45988,50282
06.07.2015 00:30 - 06.07.2015 00:45,45498,49828
06.07.2015 00:45 - 06.07.2015 01:00,44960,49464
06.07.2015 01:00 - 06.07.2015 01:15,44532,49011
06.07.2015 01:15 - 06.07.2015 01:30,44183,48011
06.07.2015 01:30 - 06.07.2015 01:45,43893,47642
06.07.2015 01:45 - 06.07.2015 02:00,43581,47610
06.07.2015 02:00 - 06.07.2015 02:15,43337,47780
06.07.2015 02:15 - 06.07.2015 02:30,43188,47359
06.07.2015 02:30 - 06.07.2015 02:45,43143,47468
06.07.2015 02:45 - 06.07.2015 03:00,43018,47439
06.07.2015 03:00 - 06.07.2015 03:15,43234,47601
06.07.2015 03:15 - 06.07.2015 03:30,43110,47697
06.07.2015 03:30 - 06.07.2015 03:45,43388,47690
06.07.2015 03:45 - 06.07.2015 04:00,43300,47967
06.07.2015 04:00 - 06.07.2015 04:15,43953,48507
06.07.2015 04:15 - 06.07.2015 04:30,44245,48751
06.07.2015 04:30 - 06.07.2015 04:45,44795,49308
06.07.2015 04:45 - 06.07.2015 05:00,45292,49732
06.07.2015 05:00 - 06.07.2015 05:15,47064,50968
06.07.2015 05:15 - 06.07.2015 05:30,47471,51785
06.07.2015 05:30 - 06.07.2015 05:45,48855,52891
06.07.2015 05:45 - 06.07.2015 06:00,50515,54819
06.07.2015 06:00 - 06.07.2015 06:15,54254,59101
06.07.2015 06:15 - 06.07.2015 06:30,57170,61883
06.07.2015 06:30 - 06.07.2015 06:45,59233,63816
06.07.2015 06:45 - 06.07.2015 07:00,60985,65613
06.07.2015 07:00 - 06.07.2015 07:15,63419,68242
06.07.2015 07:15 - 06.07.2015 07:30,65028,69992
06.07.2015 07:30 - 06.07.2015 07:45,66557,71171
06.07.2015 07:45 - 06.07.2015 08:00,67404,72106
06.07.2015 08:00 - 06.07.2015 08:15,68865,73409
06.07.2015 08:15 - 06.07.2015 08:30,69352,74310
06.07.2015 08:30 - 06.07.2015 08:45,69834,74970
06.07.2015 08:45 - 06.07.2015 09:00,70035,75314
06.07.2015 09:00 - 06.07.2015 09:15,69743,75300
06.07.2015 09:15 - 06.07.2015 09:30,70270,75862
06.07.2015 09:30 - 06.07.2015 09:45,70523,76440
06.07.2015 09:45 - 06.07.2015 10:00,71022,76855
06.07.2015 10:00 - 06.07.2015 10:15,71602,77241
06.07.2015 10:15 - 06.07.2015 10:30,71932,77717
06.07.2015 10:30 - 06.07.2015 10:45,72853,77900
06.07.2015 10:45 - 06.07.2015 11:00,73120,78076
06.07.2015 11:00 - 06.07.2015 11:15,73525,78265
06.07.2015 11:15 - 06.07.2015 11:30,74065,78615
06.07.2015 11:30 - 06.07.2015 11:45,74355,78848
06.07.2015 11:45 - 06.07.2015 12:00,74301,78837
06.07.2015 12:00 - 06.07.2015 12:15,73492,78159
06.07.2015 12:15 - 06.07.2015 12:30,72915,77712
06.07.2015 12:30 - 06.07.2015 12:45,72852,77659
06.07.2015 12:45 - 06.07.2015 13:00,72887,77713
06.07.2015 13:00 - 06.07.2015 13:15,73109,77895
06.07.2015 13:15 - 06.07.2015 13:30,73134,77973
06.07.2015 13:30 - 06.07.2015 13:45,72478,77467
06.07.2015 13:45 - 06.07.2015 14:00,72032,76953
06.07.2015 14:00 - 06.07.2015 14:15,71219,76484
06.07.2015 14:15 - 06.07.2015 14:30,71236,76327
06.07.2015 14:30 - 06.07.2015 14:45,70941,76143
06.07.2015 14:45 - 06.07.2015 15:00,70864,75726
06.07.2015 15:00 - 06.07.2015 15:15,70935,75556
06.07.2015 15:15 - 06.07.2015 15:30,70175,75032
06.07.2015 15:30 - 06.07.2015 15:45,70063,74585
06.07.2015 15:45 - 06.07.2015 16:00,69428,74148
06.07.2015 16:00 - 06.07.2015 16:15,69469,73650
06.07.2015 16:15 - 06.07.2015 16:30,68915,73412
06.07.2015 16:30 - 06.07.2015 16:45,68179,72845
06.07.2015 16:45 - 06.07.2015 17:00,67754,72577
06.07.2015 17:00 - 06.07.2015 17:15,67201,72567
06.07.2015 17:15 - 06.07.2015 17:30,67441,72274
06.07.2015 17:30 - 06.07.2015 17:45,67168,72383
06.07.2015 17:45 - 06.07.2015 18:00,67025,72545
06.07.2015 18:00 - 06.07.2015 18:15,66645,72199
06.07.2015 18:15 - 06.07.2015 18:30,66254,71876
06.07.2015 18:30 - 06.07.2015 18:45,66408,71979
06.07.2015 18:45 - 06.07.2015 19:00,66152,71846
06.07.2015 19:00 - 06.07.2015 19:15,65748,71473
06.07.2015 19:15 - 06.07.2015 19:30,65515,70978
06.07.2015 19:30 - 06.07.2015 19:45,65144,70704
06.07.2015 19:45 - 06.07.2015 20:00,64820,70359
06.07.2015 20:00 - 06.07.2015 20:15,63889,69352
06.07.2015 20:15 - 06.07.2015 20:30,62949,68383
06.07.2015 20:30 - 06.07.2015 20:45,62324,67792
06.07.2015 20:45 - 06.07.2015 21:00,61734,67057
06.07.2015 21:00 - 06.07.2015 21:15,61128,66190
06.07.2015 21:15 - 06.07.2015 21:30,60491,65458
06.07.2015 21:30 - 06.07.2015 21:45,59913,65110
06.07.2015 21:45 - 06.07.2015 22:00,59499,64532
06.07.2015 22:00 - 06.07.2015 22:15,59074,64586
06.07.2015 22:15 - 06.07.2015 22:30,58528,63994
06.07.2015 22:30 - 06.07.2015 22:45,57269,63018
06.07.2015 22:45 - 06.07.2015 23:00,56116,61742
06.07.2015 23:00 - 06.07.2015 23:15,54522,60050
06.07.2015 23:15 - 06.07.2015 23:30,53070,58936
06.07.2015 23:30 - 06.07.2015 23:45,52126,57769
06.07.2015 23:45 - 07.07.2015 00:00,51150,56862
07.07.2015 00:00 - 07.07.2015 00:15,51018,56055
07.07.2015 00:15 - 07.07.2015 00:30,50523,54697
07.07.2015 00:30 - 07.07.2015 00:45,50009,54161
07.07.2015 00:45 - 07.07.2015 01:00,49741,53460
07.07.2015 01:00 - 07.07.2015 01:15,48808,52564
07.07.2015 01:15 - 07.07.2015 01:30,48440,52219
07.07.2015 01:30 - 07.07.2015 01:45,48194,51841
07.07.2015 01:45 - 07.07.2015 02:00,47828,51229
07.07.2015 02:00 - 07.07.2015 02:15,47440,50939
07.07.2015 02:15 - 07.07.2015 02:30,47195,50572
07.07.2015 02:30 - 07.07.2015 02:45,47212,50552
07.07.2015 02:45 - 07.07.2015 03:00,47175,50602
07.07.2015 03:00 - 07.07.2015 03:15,47240,50565
07.07.2015 03:15 - 07.07.2015 03:30,47296,50724
07.07.2015 03:30 - 07.07.2015 03:45,47461,50765
07.07.2015 03:45 - 07.07.2015 04:00,47423,50963
07.07.2015 04:00 - 07.07.2015 04:15,47831,51141
07.07.2015 04:15 - 07.07.2015 04:30,48179,51428
07.07.2015 04:30 - 07.07.2015 04:45,48318,51893
07.07.2015 04:45 - 07.07.2015 05:00,48836,52191
07.07.2015 05:00 - 07.07.2015 05:15,50247,53366
07.07.2015 05:15 - 07.07.2015 05:30,50378,54004
07.07.2015 05:30 - 07.07.2015 05:45,51639,55268
07.07.2015 05:45 - 07.07.2015 06:00,53077,57026
07.07.2015 06:00 - 07.07.2015 06:15,56711,60677
07.07.2015 06:15 - 07.07.2015 06:30,59298,63297
07.07.2015 06:30 - 07.07.2015 06:45,61452,64991
07.07.2015 06:45 - 07.07.2015 07:00,63119,66747
07.07.2015 07:00 - 07.07.2015 07:15,65438,69458
07.07.2015 07:15 - 07.07.2015 07:30,65701,71013
07.07.2015 07:30 - 07.07.2015 07:45,67089,72238
07.07.2015 07:45 - 07.07.2015 08:00,67812,73473
07.07.2015 08:00 - 07.07.2015 08:15,69371,74729
07.07.2015 08:15 - 07.07.2015 08:30,69828,75349
07.07.2015 08:30 - 07.07.2015 08:45,70192,75902
07.07.2015 08:45 - 07.07.2015 09:00,70493,76058
07.07.2015 09:00 - 07.07.2015 09:15,70392,76219
07.07.2015 09:15 - 07.07.2015 09:30,70952,76646
07.07.2015 09:30 - 07.07.2015 09:45,71489,76786
07.07.2015 09:45 - 07.07.2015 10:00,71862,77718
07.07.2015 10:00 - 07.07.2015 10:15,72446,77984
07.07.2015 10:15 - 07.07.2015 10:30,72706,78313
07.07.2015 10:30 - 07.07.2015 10:45,73451,78786
07.07.2015 10:45 - 07.07.2015 11:00,73758,79240
07.07.2015 11:00 - 07.07.2015 11:15,74089,79287
07.07.2015 11:15 - 07.07.2015 11:30,74590,79956
07.07.2015 11:30 - 07.07.2015 11:45,74952,80132
07.07.2015 11:45 - 07.07.2015 12:00,74958,79848
07.07.2015 12:00 - 07.07.2015 12:15,74264,79137
07.07.2015 12:15 - 07.07.2015 12:30,73787,78834
07.07.2015 12:30 - 07.07.2015 12:45,73763,78780
07.07.2015 12:45 - 07.07.2015 13:00,74051,79092
07.07.2015 13:00 - 07.07.2015 13:15,74057,79059
07.07.2015 13:15 - 07.07.2015 13:30,73827,79207
07.07.2015 13:30 - 07.07.2015 13:45,73414,78755
07.07.2015 13:45 - 07.07.2015 14:00,72816,78101
07.07.2015 14:00 - 07.07.2015 14:15,72317,77880
07.07.2015 14:15 - 07.07.2015 14:30,72254,77630
07.07.2015 14:30 - 07.07.2015 14:45,71990,77139
07.07.2015 14:45 - 07.07.2015 15:00,71920,77007
07.07.2015 15:00 - 07.07.2015 15:15,71745,76625
07.07.2015 15:15 - 07.07.2015 15:30,70977,76152
07.07.2015 15:30 - 07.07.2015 15:45,70758,75918
07.07.2015 15:45 - 07.07.2015 16:00,69962,75755
07.07.2015 16:00 - 07.07.2015 16:15,70095,75099
07.07.2015 16:15 - 07.07.2015 16:30,69594,74698
07.07.2015 16:30 - 07.07.2015 16:45,69220,74392
07.07.2015 16:45 - 07.07.2015 17:00,68969,74183
07.07.2015 17:00 - 07.07.2015 17:15,68432,74067
07.07.2015 17:15 - 07.07.2015 17:30,68504,73681
07.07.2015 17:30 - 07.07.2015 17:45,68429,73418
07.07.2015 17:45 - 07.07.2015 18:00,68132,73416
07.07.2015 18:00 - 07.07.2015 18:15,67568,72493
07.07.2015 18:15 - 07.07.2015 18:30,67139,72213
07.07.2015 18:30 - 07.07.2015 18:45,67252,72111
07.07.2015 18:45 - 07.07.2015 19:00,67021,71891
07.07.2015 19:00 - 07.07.2015 19:15,66573,71536
07.07.2015 19:15 - 07.07.2015 19:30,66257,71171
07.07.2015 19:30 - 07.07.2015 19:45,65770,70722
07.07.2015 19:45 - 07.07.2015 20:00,65417,70703
07.07.2015 20:00 - 07.07.2015 20:15,64507,69397
07.07.2015 20:15 - 07.07.2015 20:30,63644,68203
07.07.2015 20:30 - 07.07.2015 20:45,62839,67560
07.07.2015 20:45 - 07.07.2015 21:00,62137,66979
07.07.2015 21:00 - 07.07.2015 21:15,61664,66827
07.07.2015 21:15 - 07.07.2015 21:30,61280,66515
07.07.2015 21:30 - 07.07.2015 21:45,60564,66067
07.07.2015 21:45 - 07.07.2015 22:00,60159,65228
07.07.2015 22:00 - 07.07.2015 22:15,59857,65036
07.07.2015 22:15 - 07.07.2015 22:30,59177,64023
07.07.2015 22:30 - 07.07.2015 22:45,57855,63109
07.07.2015 22:45 - 07.07.2015 23:00,56735,61713
07.07.2015 23:00 - 07.07.2015 23:15,55287,60179
07.07.2015 23:15 - 07.07.2015 23:30,53811,58947
07.07.2015 23:30 - 07.07.2015 23:45,52800,57668
07.07.2015 23:45 - 08.07.2015 00:00,51914,56772
08.07.2015 00:00 - 08.07.2015 00:15,51964,55505
08.07.2015 00:15 - 08.07.2015 00:30,51282,54554
08.07.2015 00:30 - 08.07.2015 00:45,50611,53957
08.07.2015 00:45 - 08.07.2015 01:00,49957,53564
08.07.2015 01:00 - 08.07.2015 01:15,49246,53169
08.07.2015 01:15 - 08.07.2015 01:30,48666,52818
08.07.2015 01:30 - 08.07.2015 01:45,48310,52670
08.07.2015 01:45 - 08.07.2015 02:00,48048,52124
08.07.2015 02:00 - 08.07.2015 02:15,47766,51405
08.07.2015 02:15 - 08.07.2015 02:30,47431,51363
08.07.2015 02:30 - 08.07.2015 02:45,47340,51334
08.07.2015 02:45 - 08.07.2015 03:00,47035,51085
08.07.2015 03:00 - 08.07.2015 03:15,47402,51042
08.07.2015 03:15 - 08.07.2015 03:30,47350,50938
08.07.2015 03:30 - 08.07.2015 03:45,47524,50983
08.07.2015 03:45 - 08.07.2015 04:00,47317,51255
08.07.2015 04:00 - 08.07.2015 04:15,47823,51891
08.07.2015 04:15 - 08.07.2015 04:30,47995,52355
08.07.2015 04:30 - 08.07.2015 04:45,48321,52708
08.07.2015 04:45 - 08.07.2015 05:00,48775,53427
08.07.2015 05:00 - 08.07.2015 05:15,49978,54679
08.07.2015 05:15 - 08.07.2015 05:30,50113,55293
08.07.2015 05:30 - 08.07.2015 05:45,51286,56425
08.07.2015 05:45 - 08.07.2015 06:00,52549,57984
08.07.2015 06:00 - 08.07.2015 06:15,55506,61736
08.07.2015 06:15 - 08.07.2015 06:30,57880,63913
08.07.2015 06:30 - 08.07.2015 06:45,59767,65849
08.07.2015 06:45 - 08.07.2015 07:00,61258,67552
08.07.2015 07:00 - 08.07.2015 07:15,63346,70173
08.07.2015 07:15 - 08.07.2015 07:30,65101,71454
08.07.2015 07:30 - 08.07.2015 07:45,66317,72386
08.07.2015 07:45 - 08.07.2015 08:00,67052,73507
08.07.2015 08:00 - 08.07.2015 08:15,68488,74706
08.07.2015 08:15 - 08.07.2015 08:30,68999,75394
08.07.2015 08:30 - 08.07.2015 08:45,69353,75759
08.07.2015 08:45 - 08.07.2015 09:00,70164,76099
08.07.2015 09:00 - 08.07.2015 09:15,70234,75935
08.07.2015 09:15 - 08.07.2015 09:30,70372,76772
08.07.2015 09:30 - 08.07.2015 09:45,70988,77219
08.07.2015 09:45 - 08.07.2015 10:00,71261,77448
08.07.2015 10:00 - 08.07.2015 10:15,71787,78108
08.07.2015 10:15 - 08.07.2015 10:30,71511,78366
08.07.2015 10:30 - 08.07.2015 10:45,72268,78427
08.07.2015 10:45 - 08.07.2015 11:00,72487,78679
08.07.2015 11:00 - 08.07.2015 11:15,72933,79169
08.07.2015 11:15 - 08.07.2015 11:30,73510,79439
08.07.2015 11:30 - 08.07.2015 11:45,73713,79649
08.07.2015 11:45 - 08.07.2015 12:00,73888,79805
08.07.2015 12:00 - 08.07.2015 12:15,73279,79224
08.07.2015 12:15 - 08.07.2015 12:30,73198,78888
08.07.2015 12:30 - 08.07.2015 12:45,72847,79078
08.07.2015 12:45 - 08.07.2015 13:00,73007,78859
08.07.2015 13:00 - 08.07.2015 13:15,73168,79222
08.07.2015 13:15 - 08.07.2015 13:30,72420,78958
08.07.2015 13:30 - 08.07.2015 13:45,71959,78183
08.07.2015 13:45 - 08.07.2015 14:00,71391,77439
08.07.2015 14:00 - 08.07.2015 14:15,70796,77596
08.07.2015 14:15 - 08.07.2015 14:30,70829,77699
08.07.2015 14:30 - 08.07.2015 14:45,70547,76893
08.07.2015 14:45 - 08.07.2015 15:00,70193,76568
08.07.2015 15:00 - 08.07.2015 15:15,69941,76419
08.07.2015 15:15 - 08.07.2015 15:30,68859,76064
08.07.2015 15:30 - 08.07.2015 15:45,68946,75580
08.07.2015 15:45 - 08.07.2015 16:00,68070,75367
08.07.2015 16:00 - 08.07.2015 16:15,68319,74913
08.07.2015 16:15 - 08.07.2015 16:30,67714,74204
08.07.2015 16:30 - 08.07.2015 16:45,67683,73801
08.07.2015 16:45 - 08.07.2015 17:00,67248,73595
08.07.2015 17:00 - 08.07.2015 17:15,66778,73324
08.07.2015 17:15 - 08.07.2015 17:30,67118,72967
08.07.2015 17:30 - 08.07.2015 17:45,66869,72560
08.07.2015 17:45 - 08.07.2015 18:00,66896,72502
08.07.2015 18:00 - 08.07.2015 18:15,66552,71915
08.07.2015 18:15 - 08.07.2015 18:30,66109,71654
08.07.2015 18:30 - 08.07.2015 18:45,66493,71707
08.07.2015 18:45 - 08.07.2015 19:00,66261,71880
08.07.2015 19:00 - 08.07.2015 19:15,65977,71553
08.07.2015 19:15 - 08.07.2015 19:30,65353,70818
08.07.2015 19:30 - 08.07.2015 19:45,65242,70340
08.07.2015 19:45 - 08.07.2015 20:00,64760,69580
08.07.2015 20:00 - 08.07.2015 20:15,63858,68516
08.07.2015 20:15 - 08.07.2015 20:30,62876,67220
08.07.2015 20:30 - 08.07.2015 20:45,62115,66472
08.07.2015 20:45 - 08.07.2015 21:00,61635,66280
08.07.2015 21:00 - 08.07.2015 21:15,60869,65321
08.07.2015 21:15 - 08.07.2015 21:30,60297,64717
08.07.2015 21:30 - 08.07.2015 21:45,59782,64410
08.07.2015 21:45 - 08.07.2015 22:00,59182,63967
08.07.2015 22:00 - 08.07.2015 22:15,58823,63746
08.07.2015 22:15 - 08.07.2015 22:30,58297,63114
08.07.2015 22:30 - 08.07.2015 22:45,57168,62061
08.07.2015 22:45 - 08.07.2015 23:00,56088,60904
08.07.2015 23:00 - 08.07.2015 23:15,54680,58937
08.07.2015 23:15 - 08.07.2015 23:30,53507,57955
08.07.2015 23:30 - 08.07.2015 23:45,52639,57016
08.07.2015 23:45 - 09.07.2015 00:00,52606,55826
09.07.2015 00:00 - 09.07.2015 00:15,52733,54565
09.07.2015 00:15 - 09.07.2015 00:30,52145,53918
09.07.2015 00:30 - 09.07.2015 00:45,51715,53476
09.07.2015 00:45 - 09.07.2015 01:00,51071,52748
09.07.2015 01:00 - 09.07.2015 01:15,50153,52048
09.07.2015 01:15 - 09.07.2015 01:30,49426,51878
09.07.2015 01:30 - 09.07.2015 01:45,49180,51628
09.07.2015 01:45 - 09.07.2015 02:00,48982,51364
09.07.2015 02:00 - 09.07.2015 02:15,48942,51029
09.07.2015 02:15 - 09.07.2015 02:30,48528,50792
09.07.2015 02:30 - 09.07.2015 02:45,48546,50847
09.07.2015 02:45 - 09.07.2015 03:00,48143,50797
09.07.2015 03:00 - 09.07.2015 03:15,48285,50656
09.07.2015 03:15 - 09.07.2015 03:30,48256,50658
09.07.2015 03:30 - 09.07.2015 03:45,47736,50647
09.07.2015 03:45 - 09.07.2015 04:00,47782,50838
09.07.2015 04:00 - 09.07.2015 04:15,48222,51420
09.07.2015 04:15 - 09.07.2015 04:30,48534,51593
09.07.2015 04:30 - 09.07.2015 04:45,48638,52044
09.07.2015 04:45 - 09.07.2015 05:00,48848,52555
09.07.2015 05:00 - 09.07.2015 05:15,50324,53632
09.07.2015 05:15 - 09.07.2015 05:30,50529,54298
09.07.2015 05:30 - 09.07.2015 05:45,51859,55262
09.07.2015 05:45 - 09.07.2015 06:00,52926,56468
09.07.2015 06:00 - 09.07.2015 06:15,56139,59920
09.07.2015 06:15 - 09.07.2015 06:30,58587,62376
09.07.2015 06:30 - 09.07.2015 06:45,61208,64099
09.07.2015 06:45 - 09.07.2015 07:00,62191,65825
09.07.2015 07:00 - 09.07.2015 07:15,64337,68476
09.07.2015 07:15 - 09.07.2015 07:30,64307,69975
09.07.2015 07:30 - 09.07.2015 07:45,65780,70903
09.07.2015 07:45 - 09.07.2015 08:00,66759,71902
09.07.2015 08:00 - 09.07.2015 08:15,68297,72999
09.07.2015 08:15 - 09.07.2015 08:30,68540,73708
09.07.2015 08:30 - 09.07.2015 08:45,68632,74247
09.07.2015 08:45 - 09.07.2015 09:00,69434,74597
09.07.2015 09:00 - 09.07.2015 09:15,69704,74355
09.07.2015 09:15 - 09.07.2015 09:30,70130,74905
09.07.2015 09:30 - 09.07.2015 09:45,70474,75580
09.07.2015 09:45 - 09.07.2015 10:00,70450,76256
09.07.2015 10:00 - 09.07.2015 10:15,71360,76700
09.07.2015 10:15 - 09.07.2015 10:30,71070,76800
09.07.2015 10:30 - 09.07.2015 10:45,72022,77165
09.07.2015 10:45 - 09.07.2015 11:00,72412,77822
09.07.2015 11:00 - 09.07.2015 11:15,73277,77992
09.07.2015 11:15 - 09.07.2015 11:30,74048,78523
09.07.2015 11:30 - 09.07.2015 11:45,73923,78464
09.07.2015 11:45 - 09.07.2015 12:00,73807,78491
09.07.2015 12:00 - 09.07.2015 12:15,73172,77886
09.07.2015 12:15 - 09.07.2015 12:30,72664,77536
09.07.2015 12:30 - 09.07.2015 12:45,72370,77194
09.07.2015 12:45 - 09.07.2015 13:00,72469,77313
09.07.2015 13:00 - 09.07.2015 13:15,72506,77175
09.07.2015 13:15 - 09.07.2015 13:30,71557,77053
09.07.2015 13:30 - 09.07.2015 13:45,71031,76499
09.07.2015 13:45 - 09.07.2015 14:00,70732,75522
09.07.2015 14:00 - 09.07.2015 14:15,70719,75314
09.07.2015 14:15 - 09.07.2015 14:30,70472,75336
09.07.2015 14:30 - 09.07.2015 14:45,69958,74977
09.07.2015 14:45 - 09.07.2015 15:00,70030,74658
09.07.2015 15:00 - 09.07.2015 15:15,69750,74422
09.07.2015 15:15 - 09.07.2015 15:30,69863,74286
09.07.2015 15:30 - 09.07.2015 15:45,69856,73392
09.07.2015 15:45 - 09.07.2015 16:00,68513,72689
09.07.2015 16:00 - 09.07.2015 16:15,68580,72533
09.07.2015 16:15 - 09.07.2015 16:30,68383,72120
09.07.2015 16:30 - 09.07.2015 16:45,67987,71887
09.07.2015 16:45 - 09.07.2015 17:00,68544,71745
09.07.2015 17:00 - 09.07.2015 17:15,67719,71707
09.07.2015 17:15 - 09.07.2015 17:30,67663,71312
09.07.2015 17:30 - 09.07.2015 17:45,67805,71228
09.07.2015 17:45 - 09.07.2015 18:00,67960,71292
09.07.2015 18:00 - 09.07.2015 18:15,67841,70692
09.07.2015 18:15 - 09.07.2015 18:30,67566,70601
09.07.2015 18:30 - 09.07.2015 18:45,67538,70716
09.07.2015 18:45 - 09.07.2015 19:00,66994,70600
09.07.2015 19:00 - 09.07.2015 19:15,66692,70180
09.07.2015 19:15 - 09.07.2015 19:30,66391,69496
09.07.2015 19:30 - 09.07.2015 19:45,65682,68925
09.07.2015 19:45 - 09.07.2015 20:00,65410,68503
