Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
25.06.2021 19:00 - 25.06.2021 19:15,59441,59621
25.06.2021 19:15 - 25.06.2021 19:30,58653,58924
25.06.2021 19:30 - 25.06.2021 19:45,58197,58661
25.06.2021 19:45 - 25.06.2021 20:00,57910,58069
25.06.2021 20:00 - 25.06.2021 20:15,57148,57367
25.06.2021 20:15 - 25.06.2021 20:30,56445,56612
25.06.2021 20:30 - 25.06.2021 20:45,56051,55846
25.06.2021 20:45 - 25.06.2021 21:00,55379,55201
25.06.2021 21:00 - 25.06.2021 21:15,54819,54413
25.06.2021 21:15 - 25.06.2021 21:30,54274,53868
25.06.2021 21:30 - 25.06.2021 21:45,53644,53521
25.06.2021 21:45 - 25.06.2021 22:00,53379,53150
25.06.2021 22:00 - 25.06.2021 22:15,53147,52822
25.06.2021 22:15 - 25.06.2021 22:30,52768,52462
25.06.2021 22:30 - 25.06.2021 22:45,51950,51687
25.06.2021 22:45 - 25.06.2021 23:00,51139,50930
25.06.2021 23:00 - 25.06.2021 23:15,50159,49375
25.06.2021 23:15 - 25.06.2021 23:30,49515,48631
25.06.2021 23:30 - 25.06.2021 23:45,48742,47900
25.06.2021 23:45 - 26.06.2021 00:00,48096,47349
26.06.2021 00:00 - 26.06.2021 00:15,47394,46315
26.06.2021 00:15 - 26.06.2021 00:30,46747,45959
26.06.2021 00:30 - 26.06.2021 00:45,46069,45466
26.06.2021 00:45 - 26.06.2021 01:00,45599,44802
26.06.2021 01:00 - 26.06.2021 01:15,44898,44076
26.06.2021 01:15 - 26.06.2021 01:30,44701,43822
26.06.2021 01:30 - 26.06.2021 01:45,44309,43529
26.06.2021 01:45 - 26.06.2021 02:00,43937,43035
26.06.2021 02:00 - 26.06.2021 02:15,43329,42511
26.06.2021 02:15 - 26.06.2021 02:30,43060,42155
26.06.2021 02:30 - 26.06.2021 02:45,42762,41926
26.06.2021 02:45 - 26.06.2021 03:00,42521,41972
26.06.2021 03:00 - 26.06.2021 03:15,42370,41599
26.06.2021 03:15 - 26.06.2021 03:30,42205,41554
26.06.2021 03:30 - 26.06.2021 03:45,42061,41594
26.06.2021 03:45 - 26.06.2021 04:00,42105,41764
26.06.2021 04:00 - 26.06.2021 04:15,42395,41450
26.06.2021 04:15 - 26.06.2021 04:30,42601,41351
26.06.2021 04:30 - 26.06.2021 04:45,42402,41148
26.06.2021 04:45 - 26.06.2021 05:00,42300,41125
26.06.2021 05:00 - 26.06.2021 05:15,42295,41261
26.06.2021 05:15 - 26.06.2021 05:30,40851,41087
26.06.2021 05:30 - 26.06.2021 05:45,40632,41093
26.06.2021 05:45 - 26.06.2021 06:00,40894,41623
26.06.2021 06:00 - 26.06.2021 06:15,41205,42707
26.06.2021 06:15 - 26.06.2021 06:30,42233,43247
26.06.2021 06:30 - 26.06.2021 06:45,43047,43646
26.06.2021 06:45 - 26.06.2021 07:00,44026,44394
26.06.2021 07:00 - 26.06.2021 07:15,44953,45491
26.06.2021 07:15 - 26.06.2021 07:30,45915,46394
26.06.2021 07:30 - 26.06.2021 07:45,46895,47193
26.06.2021 07:45 - 26.06.2021 08:00,47824,48279
26.06.2021 08:00 - 26.06.2021 08:15,48792,49290
26.06.2021 08:15 - 26.06.2021 08:30,49658,50312
26.06.2021 08:30 - 26.06.2021 08:45,50631,51204
26.06.2021 08:45 - 26.06.2021 09:00,51691,52208
26.06.2021 09:00 - 26.06.2021 09:15,52576,52601
26.06.2021 09:15 - 26.06.2021 09:30,53102,53212
26.06.2021 09:30 - 26.06.2021 09:45,53722,53696
26.06.2021 09:45 - 26.06.2021 10:00,54584,54183
26.06.2021 10:00 - 26.06.2021 10:15,54894,54543
26.06.2021 10:15 - 26.06.2021 10:30,55660,54626
26.06.2021 10:30 - 26.06.2021 10:45,56101,54922
26.06.2021 10:45 - 26.06.2021 11:00,56553,55217
26.06.2021 11:00 - 26.06.2021 11:15,57052,55454
26.06.2021 11:15 - 26.06.2021 11:30,57334,55764
26.06.2021 11:30 - 26.06.2021 11:45,57535,56155
26.06.2021 11:45 - 26.06.2021 12:00,57684,56133
26.06.2021 12:00 - 26.06.2021 12:15,57578,55871
26.06.2021 12:15 - 26.06.2021 12:30,57476,55946
26.06.2021 12:30 - 26.06.2021 12:45,57474,55702
26.06.2021 12:45 - 26.06.2021 13:00,56864,55273
26.06.2021 13:00 - 26.06.2021 13:15,56381,54660
26.06.2021 13:15 - 26.06.2021 13:30,55639,54506
26.06.2021 13:30 - 26.06.2021 13:45,55049,54181
26.06.2021 13:45 - 26.06.2021 14:00,54678,53651
26.06.2021 14:00 - 26.06.2021 14:15,54175,53283
26.06.2021 14:15 - 26.06.2021 14:30,53914,53117
26.06.2021 14:30 - 26.06.2021 14:45,53695,52840
26.06.2021 14:45 - 26.06.2021 15:00,53073,52503
26.06.2021 15:00 - 26.06.2021 15:15,52989,52312
26.06.2021 15:15 - 26.06.2021 15:30,52684,52270
26.06.2021 15:30 - 26.06.2021 15:45,52271,51806
26.06.2021 15:45 - 26.06.2021 16:00,51971,51176
26.06.2021 16:00 - 26.06.2021 16:15,52081,51495
26.06.2021 16:15 - 26.06.2021 16:30,51861,51494
26.06.2021 16:30 - 26.06.2021 16:45,51782,51220
26.06.2021 16:45 - 26.06.2021 17:00,51603,51016
26.06.2021 17:00 - 26.06.2021 17:15,52049,51555
26.06.2021 17:15 - 26.06.2021 17:30,52006,51930
26.06.2021 17:30 - 26.06.2021 17:45,51988,51403
26.06.2021 17:45 - 26.06.2021 18:00,51760,51721
26.06.2021 18:00 - 26.06.2021 18:15,51990,52074
26.06.2021 18:15 - 26.06.2021 18:30,51693,51903
26.06.2021 18:30 - 26.06.2021 18:45,51524,51409
26.06.2021 18:45 - 26.06.2021 19:00,51223,51508
26.06.2021 19:00 - 26.06.2021 19:15,51316,51387
26.06.2021 19:15 - 26.06.2021 19:30,50331,50957
26.06.2021 19:30 - 26.06.2021 19:45,50027,50387
26.06.2021 19:45 - 26.06.2021 20:00,49504,50117
26.06.2021 20:00 - 26.06.2021 20:15,49129,49911
26.06.2021 20:15 - 26.06.2021 20:30,48577,49348
26.06.2021 20:30 - 26.06.2021 20:45,48075,48560
26.06.2021 20:45 - 26.06.2021 21:00,47521,48269
26.06.2021 21:00 - 26.06.2021 21:15,47133,47795
26.06.2021 21:15 - 26.06.2021 21:30,46816,47228
26.06.2021 21:30 - 26.06.2021 21:45,46835,47102
26.06.2021 21:45 - 26.06.2021 22:00,47003,47477
26.06.2021 22:00 - 26.06.2021 22:15,46818,47644
26.06.2021 22:15 - 26.06.2021 22:30,46809,47174
26.06.2021 22:30 - 26.06.2021 22:45,46199,46553
26.06.2021 22:45 - 26.06.2021 23:00,45755,46085
26.06.2021 23:00 - 26.06.2021 23:15,44616,45047
26.06.2021 23:15 - 26.06.2021 23:30,44177,44495
26.06.2021 23:30 - 26.06.2021 23:45,43427,43720
26.06.2021 23:45 - 27.06.2021 00:00,43011,43278
27.06.2021 00:00 - 27.06.2021 00:15,42293,42651
27.06.2021 00:15 - 27.06.2021 00:30,41933,41798
27.06.2021 00:30 - 27.06.2021 00:45,41529,41131
27.06.2021 00:45 - 27.06.2021 01:00,40928,40437
27.06.2021 01:00 - 27.06.2021 01:15,40350,40220
27.06.2021 01:15 - 27.06.2021 01:30,39911,39622
27.06.2021 01:30 - 27.06.2021 01:45,39634,39310
27.06.2021 01:45 - 27.06.2021 02:00,39505,39110
27.06.2021 02:00 - 27.06.2021 02:15,39000,39032
27.06.2021 02:15 - 27.06.2021 02:30,39145,38843
27.06.2021 02:30 - 27.06.2021 02:45,38716,38499
27.06.2021 02:45 - 27.06.2021 03:00,38768,38455
27.06.2021 03:00 - 27.06.2021 03:15,38280,38705
27.06.2021 03:15 - 27.06.2021 03:30,38276,38464
27.06.2021 03:30 - 27.06.2021 03:45,38318,38454
27.06.2021 03:45 - 27.06.2021 04:00,38185,38390
27.06.2021 04:00 - 27.06.2021 04:15,38412,38388
27.06.2021 04:15 - 27.06.2021 04:30,38228,38049
27.06.2021 04:30 - 27.06.2021 04:45,38104,38412
27.06.2021 04:45 - 27.06.2021 05:00,38565,38055
27.06.2021 05:00 - 27.06.2021 05:15,38733,37709
27.06.2021 05:15 - 27.06.2021 05:30,36958,37568
27.06.2021 05:30 - 27.06.2021 05:45,36666,37505
27.06.2021 05:45 - 27.06.2021 06:00,36590,37370
27.06.2021 06:00 - 27.06.2021 06:15,36388,37821
27.06.2021 06:15 - 27.06.2021 06:30,37222,38223
27.06.2021 06:30 - 27.06.2021 06:45,37752,38694
27.06.2021 06:45 - 27.06.2021 07:00,38285,38966
27.06.2021 07:00 - 27.06.2021 07:15,39135,39906
27.06.2021 07:15 - 27.06.2021 07:30,40429,40931
27.06.2021 07:30 - 27.06.2021 07:45,41223,41500
27.06.2021 07:45 - 27.06.2021 08:00,41821,42457
27.06.2021 08:00 - 27.06.2021 08:15,42676,43011
27.06.2021 08:15 - 27.06.2021 08:30,43520,44197
27.06.2021 08:30 - 27.06.2021 08:45,44441,45117
27.06.2021 08:45 - 27.06.2021 09:00,45257,45915
27.06.2021 09:00 - 27.06.2021 09:15,46504,46446
27.06.2021 09:15 - 27.06.2021 09:30,47272,46958
27.06.2021 09:30 - 27.06.2021 09:45,48032,47551
27.06.2021 09:45 - 27.06.2021 10:00,48915,48097
27.06.2021 10:00 - 27.06.2021 10:15,49677,48561
27.06.2021 10:15 - 27.06.2021 10:30,50526,48991
27.06.2021 10:30 - 27.06.2021 10:45,51173,49383
27.06.2021 10:45 - 27.06.2021 11:00,51783,49751
27.06.2021 11:00 - 27.06.2021 11:15,52559,50223
27.06.2021 11:15 - 27.06.2021 11:30,53201,50820
27.06.2021 11:30 - 27.06.2021 11:45,53540,51023
27.06.2021 11:45 - 27.06.2021 12:00,53940,51153
27.06.2021 12:00 - 27.06.2021 12:15,53548,50788
27.06.2021 12:15 - 27.06.2021 12:30,53607,50592
27.06.2021 12:30 - 27.06.2021 12:45,53443,50404
27.06.2021 12:45 - 27.06.2021 13:00,52964,50142
27.06.2021 13:00 - 27.06.2021 13:15,52907,49938
27.06.2021 13:15 - 27.06.2021 13:30,52831,49173
27.06.2021 13:30 - 27.06.2021 13:45,52542,48778
27.06.2021 13:45 - 27.06.2021 14:00,51797,48123
27.06.2021 14:00 - 27.06.2021 14:15,51558,47911
27.06.2021 14:15 - 27.06.2021 14:30,51356,47864
27.06.2021 14:30 - 27.06.2021 14:45,51190,47600
27.06.2021 14:45 - 27.06.2021 15:00,50831,47416
27.06.2021 15:00 - 27.06.2021 15:15,50455,47197
27.06.2021 15:15 - 27.06.2021 15:30,50034,47266
27.06.2021 15:30 - 27.06.2021 15:45,49939,47126
27.06.2021 15:45 - 27.06.2021 16:00,49347,47433
27.06.2021 16:00 - 27.06.2021 16:15,49253,47299
27.06.2021 16:15 - 27.06.2021 16:30,49107,47540
27.06.2021 16:30 - 27.06.2021 16:45,49141,47812
27.06.2021 16:45 - 27.06.2021 17:00,48965,47810
27.06.2021 17:00 - 27.06.2021 17:15,49323,48132
27.06.2021 17:15 - 27.06.2021 17:30,49291,48155
27.06.2021 17:30 - 27.06.2021 17:45,49308,48316
27.06.2021 17:45 - 27.06.2021 18:00,49400,48904
27.06.2021 18:00 - 27.06.2021 18:15,49917,49655
27.06.2021 18:15 - 27.06.2021 18:30,49783,50047
27.06.2021 18:30 - 27.06.2021 18:45,49721,50222
27.06.2021 18:45 - 27.06.2021 19:00,49589,50402
27.06.2021 19:00 - 27.06.2021 19:15,49465,50209
27.06.2021 19:15 - 27.06.2021 19:30,48813,50255
27.06.2021 19:30 - 27.06.2021 19:45,48701,49901
27.06.2021 19:45 - 27.06.2021 20:00,48391,49643
27.06.2021 20:00 - 27.06.2021 20:15,48501,49376
27.06.2021 20:15 - 27.06.2021 20:30,48233,49055
27.06.2021 20:30 - 27.06.2021 20:45,47896,48922
27.06.2021 20:45 - 27.06.2021 21:00,47476,48705
27.06.2021 21:00 - 27.06.2021 21:15,47338,48414
27.06.2021 21:15 - 27.06.2021 21:30,47168,47991
27.06.2021 21:30 - 27.06.2021 21:45,47255,48277
27.06.2021 21:45 - 27.06.2021 22:00,47346,48585
27.06.2021 22:00 - 27.06.2021 22:15,47633,49404
27.06.2021 22:15 - 27.06.2021 22:30,47615,49126
27.06.2021 22:30 - 27.06.2021 22:45,47101,48908
27.06.2021 22:45 - 27.06.2021 23:00,46823,48393
27.06.2021 23:00 - 27.06.2021 23:15,45938,47644
27.06.2021 23:15 - 27.06.2021 23:30,45578,46617
27.06.2021 23:30 - 27.06.2021 23:45,45119,45949
27.06.2021 23:45 - 28.06.2021 00:00,44530,45411
28.06.2021 00:00 - 28.06.2021 00:15,43762,44498
28.06.2021 00:15 - 28.06.2021 00:30,43567,43913
28.06.2021 00:30 - 28.06.2021 00:45,43381,43402
28.06.2021 00:45 - 28.06.2021 01:00,43096,43078
28.06.2021 01:00 - 28.06.2021 01:15,42784,42527
28.06.2021 01:15 - 28.06.2021 01:30,42473,42109
28.06.2021 01:30 - 28.06.2021 01:45,42192,41900
28.06.2021 01:45 - 28.06.2021 02:00,41855,41692
28.06.2021 02:00 - 28.06.2021 02:15,41313,41677
28.06.2021 02:15 - 28.06.2021 02:30,41424,41824
28.06.2021 02:30 - 28.06.2021 02:45,41229,41849
28.06.2021 02:45 - 28.06.2021 03:00,41292,41722
28.06.2021 03:00 - 28.06.2021 03:15,41109,42161
28.06.2021 03:15 - 28.06.2021 03:30,41108,42110
28.06.2021 03:30 - 28.06.2021 03:45,41253,42397
28.06.2021 03:45 - 28.06.2021 04:00,41393,42734
28.06.2021 04:00 - 28.06.2021 04:15,42125,43297
28.06.2021 04:15 - 28.06.2021 04:30,42494,43790
28.06.2021 04:30 - 28.06.2021 04:45,42845,44371
28.06.2021 04:45 - 28.06.2021 05:00,43347,44599
28.06.2021 05:00 - 28.06.2021 05:15,44383,45879
28.06.2021 05:15 - 28.06.2021 05:30,43419,46510
28.06.2021 05:30 - 28.06.2021 05:45,43964,47762
28.06.2021 05:45 - 28.06.2021 06:00,45689,49214
28.06.2021 06:00 - 28.06.2021 06:15,47984,52709
28.06.2021 06:15 - 28.06.2021 06:30,50705,54756
28.06.2021 06:30 - 28.06.2021 06:45,52464,56373
28.06.2021 06:45 - 28.06.2021 07:00,53920,57622
28.06.2021 07:00 - 28.06.2021 07:15,56269,59564
28.06.2021 07:15 - 28.06.2021 07:30,57720,60758
28.06.2021 07:30 - 28.06.2021 07:45,59080,61950
28.06.2021 07:45 - 28.06.2021 08:00,60059,62975
28.06.2021 08:00 - 28.06.2021 08:15,61239,63996
28.06.2021 08:15 - 28.06.2021 08:30,62240,64869
28.06.2021 08:30 - 28.06.2021 08:45,63051,65779
28.06.2021 08:45 - 28.06.2021 09:00,63632,66123
28.06.2021 09:00 - 28.06.2021 09:15,63448,66084
28.06.2021 09:15 - 28.06.2021 09:30,64330,66797
28.06.2021 09:30 - 28.06.2021 09:45,64806,67427
28.06.2021 09:45 - 28.06.2021 10:00,65477,67812
28.06.2021 10:00 - 28.06.2021 10:15,65641,68184
28.06.2021 10:15 - 28.06.2021 10:30,66151,68661
28.06.2021 10:30 - 28.06.2021 10:45,66690,69193
28.06.2021 10:45 - 28.06.2021 11:00,67300,69676
28.06.2021 11:00 - 28.06.2021 11:15,67856,69675
28.06.2021 11:15 - 28.06.2021 11:30,68296,69859
28.06.2021 11:30 - 28.06.2021 11:45,68641,70191
28.06.2021 11:45 - 28.06.2021 12:00,68912,70436
28.06.2021 12:00 - 28.06.2021 12:15,68688,69945
28.06.2021 12:15 - 28.06.2021 12:30,68644,69671
28.06.2021 12:30 - 28.06.2021 12:45,68686,69560
28.06.2021 12:45 - 28.06.2021 13:00,68542,69705
28.06.2021 13:00 - 28.06.2021 13:15,68642,69291
28.06.2021 13:15 - 28.06.2021 13:30,68368,68990
28.06.2021 13:30 - 28.06.2021 13:45,67724,68404
28.06.2021 13:45 - 28.06.2021 14:00,67230,68310
28.06.2021 14:00 - 28.06.2021 14:15,66986,68206
28.06.2021 14:15 - 28.06.2021 14:30,66899,68308
28.06.2021 14:30 - 28.06.2021 14:45,66627,68540
28.06.2021 14:45 - 28.06.2021 15:00,66189,68068
28.06.2021 15:00 - 28.06.2021 15:15,66063,67922
28.06.2021 15:15 - 28.06.2021 15:30,65853,67570
28.06.2021 15:30 - 28.06.2021 15:45,65478,67153
28.06.2021 15:45 - 28.06.2021 16:00,64844,66514
28.06.2021 16:00 - 28.06.2021 16:15,64434,66610
28.06.2021 16:15 - 28.06.2021 16:30,63955,66280
28.06.2021 16:30 - 28.06.2021 16:45,63639,66169
28.06.2021 16:45 - 28.06.2021 17:00,63447,65919
28.06.2021 17:00 - 28.06.2021 17:15,63154,65742
28.06.2021 17:15 - 28.06.2021 17:30,63019,65964
28.06.2021 17:30 - 28.06.2021 17:45,62924,65972
28.06.2021 17:45 - 28.06.2021 18:00,62765,65877
28.06.2021 18:00 - 28.06.2021 18:15,62586,65629
28.06.2021 18:15 - 28.06.2021 18:30,62446,65455
28.06.2021 18:30 - 28.06.2021 18:45,62234,65453
28.06.2021 18:45 - 28.06.2021 19:00,61843,65763
28.06.2021 19:00 - 28.06.2021 19:15,62062,65460
28.06.2021 19:15 - 28.06.2021 19:30,61179,65057
28.06.2021 19:30 - 28.06.2021 19:45,60887,64534
28.06.2021 19:45 - 28.06.2021 20:00,60502,63839
28.06.2021 20:00 - 28.06.2021 20:15,60125,63020
28.06.2021 20:15 - 28.06.2021 20:30,59707,62347
28.06.2021 20:30 - 28.06.2021 20:45,59064,61695
28.06.2021 20:45 - 28.06.2021 21:00,58626,61466
28.06.2021 21:00 - 28.06.2021 21:15,58101,60706
28.06.2021 21:15 - 28.06.2021 21:30,57460,60372
28.06.2021 21:30 - 28.06.2021 21:45,57215,59725
28.06.2021 21:45 - 28.06.2021 22:00,56852,59366
28.06.2021 22:00 - 28.06.2021 22:15,56286,58854
28.06.2021 22:15 - 28.06.2021 22:30,55716,58221
28.06.2021 22:30 - 28.06.2021 22:45,54760,57628
28.06.2021 22:45 - 28.06.2021 23:00,53819,56793
28.06.2021 23:00 - 28.06.2021 23:15,52230,55210
28.06.2021 23:15 - 28.06.2021 23:30,51445,54627
28.06.2021 23:30 - 28.06.2021 23:45,50269,53711
28.06.2021 23:45 - 29.06.2021 00:00,49584,53249
29.06.2021 00:00 - 29.06.2021 00:15,46514,51188
29.06.2021 00:15 - 29.06.2021 00:30,46005,50373
29.06.2021 00:30 - 29.06.2021 00:45,45840,49833
29.06.2021 00:45 - 29.06.2021 01:00,45534,49706
29.06.2021 01:00 - 29.06.2021 01:15,45043,48933
29.06.2021 01:15 - 29.06.2021 01:30,44799,48451
29.06.2021 01:30 - 29.06.2021 01:45,44635,48500
29.06.2021 01:45 - 29.06.2021 02:00,44413,48380
29.06.2021 02:00 - 29.06.2021 02:15,43904,47786
29.06.2021 02:15 - 29.06.2021 02:30,43960,47756
29.06.2021 02:30 - 29.06.2021 02:45,43729,48040
29.06.2021 02:45 - 29.06.2021 03:00,43744,47902
29.06.2021 03:00 - 29.06.2021 03:15,43640,47651
29.06.2021 03:15 - 29.06.2021 03:30,43751,47780
29.06.2021 03:30 - 29.06.2021 03:45,43779,47838
29.06.2021 03:45 - 29.06.2021 04:00,43919,47945
29.06.2021 04:00 - 29.06.2021 04:15,44614,48564
29.06.2021 04:15 - 29.06.2021 04:30,44879,48977
29.06.2021 04:30 - 29.06.2021 04:45,45310,49209
29.06.2021 04:45 - 29.06.2021 05:00,45629,49029
29.06.2021 05:00 - 29.06.2021 05:15,46638,49767
29.06.2021 05:15 - 29.06.2021 05:30,46292,50382
29.06.2021 05:30 - 29.06.2021 05:45,47033,51339
29.06.2021 05:45 - 29.06.2021 06:00,48301,52647
29.06.2021 06:00 - 29.06.2021 06:15,50572,55506
29.06.2021 06:15 - 29.06.2021 06:30,52545,57034
29.06.2021 06:30 - 29.06.2021 06:45,54259,58538
29.06.2021 06:45 - 29.06.2021 07:00,55695,59624
29.06.2021 07:00 - 29.06.2021 07:15,57925,61536
29.06.2021 07:15 - 29.06.2021 07:30,60062,62520
29.06.2021 07:30 - 29.06.2021 07:45,61380,63618
29.06.2021 07:45 - 29.06.2021 08:00,62387,64356
29.06.2021 08:00 - 29.06.2021 08:15,63522,65315
29.06.2021 08:15 - 29.06.2021 08:30,64228,65680
29.06.2021 08:30 - 29.06.2021 08:45,64882,66231
29.06.2021 08:45 - 29.06.2021 09:00,65381,66509
29.06.2021 09:00 - 29.06.2021 09:15,65150,66306
29.06.2021 09:15 - 29.06.2021 09:30,65926,66637
29.06.2021 09:30 - 29.06.2021 09:45,66423,67381
29.06.2021 09:45 - 29.06.2021 10:00,66905,67809
29.06.2021 10:00 - 29.06.2021 10:15,67086,67866
29.06.2021 10:15 - 29.06.2021 10:30,67770,68182
29.06.2021 10:30 - 29.06.2021 10:45,68114,68727
29.06.2021 10:45 - 29.06.2021 11:00,68900,69276
29.06.2021 11:00 - 29.06.2021 11:15,69313,69322
29.06.2021 11:15 - 29.06.2021 11:30,69640,69656
29.06.2021 11:30 - 29.06.2021 11:45,69958,70172
29.06.2021 11:45 - 29.06.2021 12:00,70309,70371
29.06.2021 12:00 - 29.06.2021 12:15,69987,69612
29.06.2021 12:15 - 29.06.2021 12:30,69784,69448
29.06.2021 12:30 - 29.06.2021 12:45,69888,69460
29.06.2021 12:45 - 29.06.2021 13:00,69766,69467
29.06.2021 13:00 - 29.06.2021 13:15,69773,69299
29.06.2021 13:15 - 29.06.2021 13:30,69550,69000
29.06.2021 13:30 - 29.06.2021 13:45,68893,68358
29.06.2021 13:45 - 29.06.2021 14:00,68343,67750
29.06.2021 14:00 - 29.06.2021 14:15,68036,67770
29.06.2021 14:15 - 29.06.2021 14:30,68038,67796
29.06.2021 14:30 - 29.06.2021 14:45,67697,67727
29.06.2021 14:45 - 29.06.2021 15:00,67369,67616
29.06.2021 15:00 - 29.06.2021 15:15,67202,67278
29.06.2021 15:15 - 29.06.2021 15:30,66984,66990
29.06.2021 15:30 - 29.06.2021 15:45,66654,66259
29.06.2021 15:45 - 29.06.2021 16:00,65964,65747
29.06.2021 16:00 - 29.06.2021 16:15,65639,65731
29.06.2021 16:15 - 29.06.2021 16:30,65116,65665
29.06.2021 16:30 - 29.06.2021 16:45,64735,65825
29.06.2021 16:45 - 29.06.2021 17:00,64515,65725
29.06.2021 17:00 - 29.06.2021 17:15,64173,65395
29.06.2021 17:15 - 29.06.2021 17:30,64078,65607
29.06.2021 17:30 - 29.06.2021 17:45,64008,65469
29.06.2021 17:45 - 29.06.2021 18:00,63838,65320
29.06.2021 18:00 - 29.06.2021 18:15,63672,64324
29.06.2021 18:15 - 29.06.2021 18:30,63420,63467
29.06.2021 18:30 - 29.06.2021 18:45,63048,62942
29.06.2021 18:45 - 29.06.2021 19:00,62647,63269
29.06.2021 19:00 - 29.06.2021 19:15,62831,62871
29.06.2021 19:15 - 29.06.2021 19:30,61943,61330
29.06.2021 19:30 - 29.06.2021 19:45,61632,60178
29.06.2021 19:45 - 29.06.2021 20:00,61218,59609
29.06.2021 20:00 - 29.06.2021 20:15,60839,59624
29.06.2021 20:15 - 29.06.2021 20:30,60537,58945
29.06.2021 20:30 - 29.06.2021 20:45,60069,58558
29.06.2021 20:45 - 29.06.2021 21:00,59544,58017
29.06.2021 21:00 - 29.06.2021 21:15,58748,57220
29.06.2021 21:15 - 29.06.2021 21:30,58191,56544
29.06.2021 21:30 - 29.06.2021 21:45,57877,55960
29.06.2021 21:45 - 29.06.2021 22:00,57541,55692
29.06.2021 22:00 - 29.06.2021 22:15,57048,55636
29.06.2021 22:15 - 29.06.2021 22:30,56499,55008
29.06.2021 22:30 - 29.06.2021 22:45,55576,54383
29.06.2021 22:45 - 29.06.2021 23:00,54556,53658
29.06.2021 23:00 - 29.06.2021 23:15,52862,52388
29.06.2021 23:15 - 29.06.2021 23:30,52063,51803
29.06.2021 23:30 - 29.06.2021 23:45,50962,50813
29.06.2021 23:45 - 30.06.2021 00:00,50077,50311
30.06.2021 00:00 - 30.06.2021 00:15,49346,49416
30.06.2021 00:15 - 30.06.2021 00:30,48709,48848
30.06.2021 00:30 - 30.06.2021 00:45,48354,48510
30.06.2021 00:45 - 30.06.2021 01:00,47872,48163
30.06.2021 01:00 - 30.06.2021 01:15,47173,47708
30.06.2021 01:15 - 30.06.2021 01:30,47115,47208
30.06.2021 01:30 - 30.06.2021 01:45,46697,46917
30.06.2021 01:45 - 30.06.2021 02:00,46377,46658
30.06.2021 02:00 - 30.06.2021 02:15,45871,45786
30.06.2021 02:15 - 30.06.2021 02:30,45674,45636
30.06.2021 02:30 - 30.06.2021 02:45,45536,46076
30.06.2021 02:45 - 30.06.2021 03:00,45643,46002
30.06.2021 03:00 - 30.06.2021 03:15,45398,45883
30.06.2021 03:15 - 30.06.2021 03:30,45364,45814
30.06.2021 03:30 - 30.06.2021 03:45,45510,46163
30.06.2021 03:45 - 30.06.2021 04:00,45757,46339
30.06.2021 04:00 - 30.06.2021 04:15,46378,46821
30.06.2021 04:15 - 30.06.2021 04:30,46702,46943
30.06.2021 04:30 - 30.06.2021 04:45,47094,47424
30.06.2021 04:45 - 30.06.2021 05:00,47286,47798
30.06.2021 05:00 - 30.06.2021 05:15,48348,48981
30.06.2021 05:15 - 30.06.2021 05:30,48418,49690
30.06.2021 05:30 - 30.06.2021 05:45,49223,49917
30.06.2021 05:45 - 30.06.2021 06:00,50617,50998
30.06.2021 06:00 - 30.06.2021 06:15,53069,54010
30.06.2021 06:15 - 30.06.2021 06:30,55282,55788
30.06.2021 06:30 - 30.06.2021 06:45,56888,57186
30.06.2021 06:45 - 30.06.2021 07:00,58051,58487
30.06.2021 07:00 - 30.06.2021 07:15,59841,60095
30.06.2021 07:15 - 30.06.2021 07:30,59936,61125
30.06.2021 07:30 - 30.06.2021 07:45,60941,61906
30.06.2021 07:45 - 30.06.2021 08:00,62185,62676
30.06.2021 08:00 - 30.06.2021 08:15,63142,64168
30.06.2021 08:15 - 30.06.2021 08:30,63992,64904
30.06.2021 08:30 - 30.06.2021 08:45,64557,65361
30.06.2021 08:45 - 30.06.2021 09:00,64895,65696
30.06.2021 09:00 - 30.06.2021 09:15,64810,65287
30.06.2021 09:15 - 30.06.2021 09:30,65593,65796
30.06.2021 09:30 - 30.06.2021 09:45,66132,66339
30.06.2021 09:45 - 30.06.2021 10:00,66507,66940
30.06.2021 10:00 - 30.06.2021 10:15,66735,67085
30.06.2021 10:15 - 30.06.2021 10:30,67147,67146
30.06.2021 10:30 - 30.06.2021 10:45,67724,67701
30.06.2021 10:45 - 30.06.2021 11:00,68197,68272
30.06.2021 11:00 - 30.06.2021 11:15,68373,68598
30.06.2021 11:15 - 30.06.2021 11:30,68470,68974
30.06.2021 11:30 - 30.06.2021 11:45,68553,69396
30.06.2021 11:45 - 30.06.2021 12:00,68813,69353
30.06.2021 12:00 - 30.06.2021 12:15,68524,69143
30.06.2021 12:15 - 30.06.2021 12:30,68335,68837
30.06.2021 12:30 - 30.06.2021 12:45,68374,69050
30.06.2021 12:45 - 30.06.2021 13:00,68406,68621
30.06.2021 13:00 - 30.06.2021 13:15,68102,68049
30.06.2021 13:15 - 30.06.2021 13:30,67780,67679
30.06.2021 13:30 - 30.06.2021 13:45,67513,67372
30.06.2021 13:45 - 30.06.2021 14:00,67104,67037
30.06.2021 14:00 - 30.06.2021 14:15,66777,67465
30.06.2021 14:15 - 30.06.2021 14:30,66661,67561
30.06.2021 14:30 - 30.06.2021 14:45,66397,67505
30.06.2021 14:45 - 30.06.2021 15:00,66109,67495
30.06.2021 15:00 - 30.06.2021 15:15,65968,67429
